date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2013-06-21,198.5,198.52,193.5401,195.46,8918718,8918718,-1.89,-0.958,196.2014,"Jun 21, 13",-0.040875410962265
2013-06-24,193.99,194.91,191.34,193.54,4356153,4356153,-1.92,-0.982,193.2065,"Jun 24, 13",-0.05029687423327936
2013-06-25,195.31,195.59,193.15,194.98,3847821,3847821,1.44,0.744,194.6863,"Jun 25, 13",-0.04323077678001866
2013-06-26,195.97,196.23,194.5,194.86,3319852,3319852,-0.12,-0.062,195.1318,"Jun 26, 13",-0.04381961823445694
2013-06-27,196.05,196.9,195.29,195.65,3515357,3515357,0.79,0.405,195.9826,"Jun 27, 13",-0.039943078659404226
2013-06-28,191.73,192.66,188.41,191.11,10056556,10056556,-4.54,-2.32,190.6902,"Jun 28, 13",-0.0622209136856567
2013-07-01,192.15,193.8,191.12,191.28,4442222,4442222,0.17,0.089,192.554,"Jul 1, 13",-0.061386721625202374
2013-07-02,190.78,193.23,190.26,191.5,3657855,3657855,0.22,0.115,191.77,"Jul 2, 13",-0.06030717895873199
2013-07-03,190.65,194.22,190.51,193.25,1878313,1878313,1.75,0.914,192.8103,"Jul 3, 13",-0.0517199077481721
2013-07-05,194.49,195.16,192.35,194.93,2405596,2405596,1.68,0.869,194.2178,"Jul 5, 13",-0.043476127386034576
2013-07-08,195.6,195.78,194.61,194.98,2948458,2948458,0.05,0.026,195.1091,"Jul 8, 13",-0.04323077678001866
2013-07-09,191.88,192.8,190.78,191.3,5204244,5204244,-3.68,-1.887,191.6236,"Jul 9, 13",-0.06128858138279592
2013-07-10,191.51,193.43,191.2714,192.25,3936860,3936860,0.95,0.497,192.4225,"Jul 10, 13",-0.05662691986849204
2013-07-11,193.78,194.11,192.61,192.8,4179023,4179023,0.55,0.286,193.2484,"Jul 11, 13",-0.053928063202316016
2013-07-12,193.07,193.6999,191.5901,192.07,4495419,4495419,-0.73,-0.379,192.3489,"Jul 12, 13",-0.05751018205014966
2013-07-15,192.42,194.89,191.68,194,5677988,5677988,1.93,1.005,193.5936,"Jul 15, 13",-0.04803964865793215
2013-07-16,194.04,194.58,192.685,193.85,3746445,3746445,-0.15,-0.077,194.0122,"Jul 16, 13",-0.04877570047598016
2013-07-17,194.72,194.89,193.03,194.55,6834572,6834572,0.7,0.361,195.1165,"Jul 17, 13",-0.04534079199175613
2013-07-18,198.27,200.94,195.99,197.99,8393610,8393610,3.44,1.768,198.4903,"Jul 18, 13",-0.028460670297855553
2013-07-19,197.91,197.99,193.24,193.54,6997555,6997555,-4.45,-2.248,194.6859,"Jul 19, 13",-0.05029687423327936
2013-07-22,193.4,195.79,193.2804,194.09,3397910,3397910,0.55,0.284,194.4761,"Jul 22, 13",-0.047598017567103336
2013-07-23,194.21,196.43,194.1,194.98,2864014,2864014,0.89,0.459,195.3403,"Jul 23, 13",-0.04323077678001866
2013-07-24,195.95,197.3,195.861,196.61,2957839,2957839,1.63,0.836,196.6115,"Jul 24, 13",-0.03523234702389704
2013-07-25,196.3,197.83,195.66,197.22,3014255,3014255,0.61,0.31,196.8202,"Jul 25, 13",-0.03223906963050196
2013-07-26,196.59,197.37,195,197.35,2485006,2485006,0.13,0.066,196.3819,"Jul 26, 13",-0.031601158054860384
2013-07-29,196.83,197.19,195.53,196.21,2113654,2113654,-1.14,-0.578,196.2627,"Jul 29, 13",-0.037195151872025045
2013-07-30,196.99,197.83,195.81,196.01,2663216,2663216,-0.2,-0.102,196.5263,"Jul 30, 13",-0.03817655429608912
2013-07-31,194.49,196.9099,194.49,195.04,3809982,3809982,-0.97,-0.495,195.4504,"Jul 31, 13",-0.042936356052799454
2013-08-01,196.65,197.17,195.41,195.81,2877770,2877770,0.77,0.395,196.0806,"Aug 1, 13",-0.03915795672015305
2013-08-02,195.5,195.5,193.2215,195.16,3861008,3861008,-0.65,-0.332,194.3749,"Aug 2, 13",-0.04234751459836104
2013-08-05,195.16,195.88,194.35,195.5,2490863,2490863,0.34,0.174,195.1417,"Aug 5, 13",-0.040679130477452245
2013-08-06,192.26,192.51,190.27,190.99,5938457,5938457,-4.51,-2.307,191.0487,"Aug 6, 13",-0.06280975514009511
2013-08-07,189.6,189.93,188.05,188.56,3901716,3901716,-2.43,-1.272,188.6269,"Aug 7, 13",-0.07473379459247259
2013-08-08,189.45,189.87,186.79,187.93,4547555,4547555,-0.63,-0.334,187.9487,"Aug 8, 13",-0.07782521222827414
2013-08-09,188,189.16,187,187.82,3249553,3249553,-0.11,-0.059,187.8556,"Aug 9, 13",-0.0783649835615094
2013-08-12,186.97,189.556,186.89,189.09,3026539,3026539,1.27,0.676,188.8441,"Aug 12, 13",-0.07213307816870303
2013-08-13,189.54,189.99,187.56,188.42,3542932,3542932,-0.67,-0.354,188.5952,"Aug 13, 13",-0.07542077628931745
2013-08-14,188.58,188.926,187.3,187.53,2898586,2898586,-0.89,-0.472,188.0026,"Aug 14, 13",-0.07978801707640214
2013-08-15,186.23,187,185.45,185.79,3692360,3692360,-1.74,-0.928,186.1088,"Aug 15, 13",-0.08832621816575888
2013-08-16,185.54,186.46,185.34,185.34,3426629,3426629,-0.45,-0.242,185.8179,"Aug 16, 13",-0.09053437361990278
2013-08-19,185.3,186.5,183.9787,184.23,3248927,3248927,-1.11,-0.599,184.8884,"Aug 19, 13",-0.09598115707345799
2013-08-20,184.37,185.63,183.1685,184.56,3121998,3121998,0.33,0.179,184.6911,"Aug 20, 13",-0.09436184307375235
2013-08-21,184.67,186.57,184.28,184.86,3551007,3551007,0.3,0.163,185.1931,"Aug 21, 13",-0.09288973943765631
2013-08-22,185.65,186.25,184.25,185.19,2354336,2354336,0.33,0.179,185.019,"Aug 22, 13",-0.0912704254379508
2013-08-23,185.34,185.74,184.57,185.42,2295092,2295092,0.23,0.124,185.2121,"Aug 23, 13",-0.09014181265027728
2013-08-26,185.27,187,184.68,184.74,2174062,2174062,-0.68,-0.367,185.6922,"Aug 26, 13",-0.09347858089209472
2013-08-27,183.63,184.5,182.5701,182.74,3190330,3190330,-2,-1.083,183.3387,"Aug 27, 13",-0.1032926051327346
2013-08-28,182.68,183.47,181.1,182.16,3979196,3979196,-0.58,-0.317,182.0654,"Aug 28, 13",-0.10613867216252022
2013-08-29,181.96,183.7,181.44,182.64,2980880,2980880,0.48,0.264,182.789,"Aug 29, 13",-0.10378330634476671
2013-08-30,182.75,182.99,181.51,182.27,2731041,2731041,-0.37,-0.203,182.2019,"Aug 30, 13",-0.10559890082928497
2013-09-03,183.63,184.32,182.51,183.96,3487169,3487169,1.69,0.927,183.6634,"Sep 3, 13",-0.09730605034594428
2013-09-04,183.58,184.19,182.31,183.13,2597909,2597909,-0.83,-0.451,183.2353,"Sep 4, 13",-0.1013788704058099
2013-09-05,183.35,185,183.07,184.15,2869633,2869633,1.02,0.557,184.0718,"Sep 5, 13",-0.0963737180430835
2013-09-06,184.65,184.99,182.65,183.03,2903517,2903517,-1.12,-0.608,183.5798,"Sep 6, 13",-0.10186957161784185
2013-09-09,183.68,185.49,183.31,184.98,3017239,3017239,1.95,1.065,184.5646,"Sep 9, 13",-0.09230089798321803
2013-09-10,187.2,187.65,186.37,186.6,3149730,3149730,1.62,0.876,186.8278,"Sep 10, 13",-0.08435153834829971
2013-09-11,186.83,190.87,186.82,190.7,4963022,4963022,4.1,2.197,189.9379,"Sep 11, 13",-0.064232788654988
2013-09-12,190.96,191.32,189.85,190.73,3354845,3354845,0.03,0.016,190.5853,"Sep 12, 13",-0.0640855782913784
2013-09-13,191.21,193.1,191,192.17,3710354,3710354,1.44,0.755,192.24,"Sep 13, 13",-0.0570194808381177
2013-09-16,193.7,194.81,192.61,193.15,3906986,3906986,0.98,0.51,193.6364,"Sep 16, 13",-0.05221060896020407
2013-09-17,193.42,194.15,191.83,192.16,2931628,2931628,-0.99,-0.513,192.5114,"Sep 17, 13",-0.05706855095932085
2013-09-18,192.6,194.89,192,194.42,3841826,3841826,2.26,1.176,193.6758,"Sep 18, 13",-0.04597870356739783
2013-09-19,194.18,194.89,193.22,193.39,3178067,3178067,-1.03,-0.53,193.7886,"Sep 19, 13",-0.05103292605132738
2013-09-20,193.96,194.4299,190.02,190.02,8525983,8525983,-3.37,-1.743,191.6959,"Sep 20, 13",-0.06756955689680545
2013-09-23,190.06,192.41,189.3301,190.99,3340891,3340891,0.97,0.51,191.2306,"Sep 23, 13",-0.06280975514009511
2013-09-24,190.93,191.56,189.66,189.97,3014626,3014626,-1.02,-0.534,190.276,"Sep 24, 13",-0.0678149075028215
2013-09-25,190.14,190.62,188.5,189.47,2654533,2654533,-0.5,-0.263,189.5873,"Sep 25, 13",-0.07026841356298147
2013-09-26,190.1,191.76,189.455,190.22,2093584,2093584,0.75,0.396,190.3452,"Sep 26, 13",-0.06658815447274152
2013-09-27,188.92,188.94,186.45,186.92,3905585,3905585,-3.3,-1.735,187.0546,"Sep 27, 13",-0.08278129446979736
2013-09-30,185.56,186.74,184.34,185.18,3978234,3978234,-1.74,-0.931,187.5501,"Sep 30, 13",-0.09131949555915396
2013-10-01,185.34,186.65,184.65,186.38,2681173,2681173,1.2,0.648,185.9694,"Oct 1, 13",-0.0854310810147701
2013-10-02,185.54,186.3099,184.41,184.96,3617059,3617059,-1.42,-0.762,185.0604,"Oct 2, 13",-0.09239903822562434
2013-10-03,184.7,184.96,183,183.86,3211758,3211758,-1.1,-0.595,184.7255,"Oct 3, 13",-0.09779675155797625
2013-10-04,184.17,185.13,183.58,184.1,2863648,2863648,0.24,0.131,184.6271,"Oct 4, 13",-0.09661906864909955
2013-10-07,181.85,183.31,181.85,182.01,3967992,3967992,-2.09,-1.135,182.4994,"Oct 7, 13",-0.10687472398056824
2013-10-08,181.89,181.99,178.71,178.72,5597163,5597163,-3.29,-1.808,179.7947,"Oct 8, 13",-0.1230187938564208
2013-10-09,179.37,181.67,179.1,181.32,4423694,4423694,2.6,1.455,174.3845,"Oct 9, 13",-0.11026056234358898
2013-10-10,183.17,184.77,182.358,184.77,3658906,3658906,3.45,1.903,183.7687,"Oct 10, 13",-0.09333137052848511
2013-10-11,185.25,186.23,184.12,186.16,3232628,3232628,1.39,0.752,185.5631,"Oct 11, 13",-0.08651062368124048
2013-10-14,185.41,186.99,184.42,186.97,2663107,2663107,0.81,0.435,185.9479,"Oct 14, 13",-0.08253594386378131
2013-10-15,185.74,185.94,184.22,184.66,3365105,3365105,-2.31,-1.235,185.009,"Oct 15, 13",-0.09387114186172038
2013-10-16,185.42,186.73,184.994,186.73,6633803,6633803,2.07,1.121,183.1829,"Oct 16, 13",-0.08371362677265815
2013-10-17,173.84,177,172.57,174.83,22359380,22359380,-11.9,-6.373,175.2261,"Oct 17, 13",-0.1421070710044653
2013-10-18,174.8,175,173.25,173.78,10548292,10548292,-1.05,-0.601,173.9026,"Oct 18, 13",-0.14725943373080128
